date	weekday	league	home_away	half	overtime	goals
2013/2/16	周六105	德乙	亚伦VS柏林赫塔	0:0	0:1	1
2013/2/16	周六104	德乙	柏林联合VS因戈施塔	0:0	1:1	2
2013/2/12	周一001	德乙	柏林赫塔VS柏林联合	0:1	2:2	4
2013/2/10	周日007	德乙	波鸿VS雷根斯堡	0:0	0:2	2
2013/2/10	周日006	德乙	桑德豪森VS圣保利	3:0	4:1	5
2013/2/10	周日005	德乙	因戈施塔VS帕德博恩	0:1	1:3	4
2013/2/9	周六004	德乙	杜伊斯堡VS慕1860	1:2	1:3	4
2013/2/9	周六003	德乙	科特布斯VS科隆	0:0	0:0	0
2013/2/9	周五019	德乙	凯泽VS德累斯顿	2:0	3:0	3
2013/2/9	周五003	德乙	奥厄VSFSV法兰	0:0	0:2	2
2013/2/9	周五002	德乙	不伦瑞克VS亚伦	0:1	1:1	2
2013/2/5	周一004	德乙	慕1860VS凯泽	0:0	0:1	1
2013/2/3	周日007	德乙	雷根斯堡VS柏林赫塔	0:0	1:5	6
2013/2/3	周日006	德乙	FSV法兰VS因戈施塔	0:0	0:2	2
2013/2/3	周日005	德乙	圣保利VS科特布斯	0:0	0:0	0
2013/2/2	周六005	德乙	帕德博恩VS不伦瑞克	0:1	1:2	3
2013/2/2	周六004	德乙	科隆VS奥厄	1:0	2:1	3
2013/2/2	周五004	德乙	亚伦VS波鸿	0:1	2:2	4
2013/2/2	周五003	德乙	德累斯顿VS杜伊斯堡	0:0	0:0	0
2013/2/2	周五002	德乙	柏林联合VS桑德豪森	2:0	3:1	4
2012/12/18	周一005	德乙	不伦瑞克VS柏林联合	2:2	4:3	7
2012/12/16	周日009	德乙	波鸿VS帕德博恩	2:0	4:0	4
2012/12/16	周日008	德乙	慕1860VS德累斯顿	0:0	1:1	2
2012/12/16	周日007	德乙	杜伊斯堡VS雷根斯堡	0:2	4:2	6
2012/12/15	周六012	德乙	柏林赫塔(-1)VSFSV法兰	0:0	2:1	3
2012/12/15	周六011	德乙	因戈施塔VS圣保利	0:0	0:0	0
2012/12/15	周五005	德乙	桑德豪森VS科隆	0:0	0:0	0
2012/12/15	周五004	德乙	奥厄VS科特布斯	1:0	3:0	3
2012/12/15	周五003	德乙	凯泽VS亚伦	0:1	0:1	1
2012/12/11	周一003	德乙	科隆VS不伦瑞克	0:1	2:2	4
2012/12/9	周日010	德乙	雷根斯堡VS慕1860	0:0	1:1	2
2012/12/9	周日009	德乙	圣保利VS奥厄	0:0	0:3	3
2012/12/9	周日008	德乙	科特布斯VS因戈施塔	1:0	1:1	2
2012/12/8	周六005	德乙	帕德博恩VS柏林赫塔	0:0	0:1	1
2012/12/8	周六004	德乙	德累斯顿VS波鸿	0:2	0:3	3
2012/12/8	周五004	德乙	亚伦VS杜伊斯堡	0:0	0:1	1
2012/12/8	周五003	德乙	FSV法兰VS桑德豪森	2:0	3:1	4
2012/12/8	周五002	德乙	柏林联合VS凯泽	1:0	2:0	2
2012/12/4	周一002	德乙	科特布斯VS柏林赫塔	0:1	1:2	3
2012/12/2	周日010	德乙	帕德博恩VS杜伊斯堡	0:0	0:2	2
2012/12/2	周日009	德乙	FSV法兰VS不伦瑞克	0:2	1:2	3
2012/12/2	周日008	德乙	科隆VS因戈施塔	1:0	1:0	1
2012/12/1	周六014	德乙	圣保利VS凯泽	0:0	1:0	1
2012/12/1	周六013	德乙	奥厄VS桑德豪森	1:1	2:2	4
2012/12/1	周六012	德乙	柏林联合VS波鸿	1:1	2:1	3
2012/12/1	周五005	德乙	亚伦VS慕1860	0:0	1:1	2
2012/12/1	周五004	德乙	雷根斯堡VS德累斯顿	0:0	0:0	0
2012/11/30	周四003	德乙	柏林赫塔VS科隆	1:1	1:1	2
2012/11/29	周三010	德乙	桑德豪森VS科特布斯	0:1	3:1	4
2012/11/29	周三009	德乙	杜伊斯堡VS柏林联合	0:2	1:2	3
2012/11/29	周三008	德乙	因戈施塔VS奥厄	1:1	1:2	3
2012/11/29	周三007	德乙	不伦瑞克VS圣保利	1:0	1:0	1
2012/11/28	周二006	德乙	波鸿VSFSV法兰	0:1	1:3	4
2012/11/28	周二005	德乙	慕1860VS帕德博恩	1:0	1:0	1
2012/11/28	周二004	德乙	德累斯顿VS亚伦	0:0	0:0	0
2012/11/28	周二003	德乙	凯泽(-1)VS雷根斯堡	1:1	1:1	2
2012/11/25	周日008	德乙	圣保利VS杜伊斯堡	1:1	4:1	5
2012/11/25	周日007	德乙	因戈施塔VS桑德豪森	1:0	1:1	2
2012/11/25	周日006	德乙	奥厄VS柏林赫塔	0:2	0:4	4
2012/11/24	周六016	德乙	FSV法兰VS凯泽	0:1	0:1	1
2012/11/24	周六015	德乙	科特布斯VS不伦瑞克	2:1	3:1	4
2012/11/24	周六014	德乙	柏林联合VS慕1860	1:0	2:2	4
2012/11/24	周五005	德乙	雷根斯堡VS亚伦	1:0	1:3	4
2012/11/24	周五004	德乙	帕德博恩VS德累斯顿	2:2	2:2	4
2012/11/24	周五003	德乙	科隆VS波鸿	2:0	3:1	4
2012/11/20	周一002	德乙	柏林赫塔VS圣保利	0:0	1:0	1
2012/11/18	周日009	德乙	波鸿VS桑德豪森	3:2	5:2	7
2012/11/18	周日008	德乙	雷根斯堡VS柏林联合	2:1	3:3	6
2012/11/18	周日007	德乙	杜伊斯堡VS奥厄	1:1	2:1	3
2012/11/17	周六013	德乙	亚伦VS帕德博恩	0:0	0:1	1
2012/11/17	周六012	德乙	不伦瑞克VS因戈施塔	1:0	3:0	3
2012/11/17	周五015	德乙	慕1860VS科隆	0:1	0:2	2
2012/11/17	周五003	德乙	德累斯顿VSFSV法兰	2:0	2:1	3
2012/11/17	周五002	德乙	凯泽VS科特布斯	1:0	1:0	1
2012/11/13	周一001	德乙	圣保利VS波鸿	1:0	1:1	2
2012/11/11	周日019	德乙	FSV法兰VS慕1860	0:1	0:1	1
2012/11/11	周日018	德乙	因戈施塔VS雷根斯堡	0:1	4:2	6
2012/11/11	周日017	德乙	科特布斯VS德累斯顿	2:0	2:0	2
2012/11/10	周六005	德乙	帕德博恩VS凯泽	0:0	1:1	2
2012/11/10	周六004	德乙	柏林联合VS亚伦	0:0	0:0	0
2012/11/10	周五004	德乙	桑德豪森VS柏林赫塔	0:2	1:6	7
2012/11/10	周五003	德乙	奥厄VS不伦瑞克	0:1	1:1	2
2012/11/10	周五002	德乙	科隆VS杜伊斯堡	0:0	0:0	0
2012/11/6	周一004	德乙	凯泽VS奥厄	2:1	4:1	5
2012/11/4	周日019	德乙	亚伦VS科隆	1:0	2:0	2
2012/11/4	周日018	德乙	波鸿VS科特布斯	0:1	2:2	4
2012/11/4	周日017	德乙	德累斯顿VS柏林联合	0:1	0:2	2
2012/11/3	周六005	德乙	慕1860VS圣保利	0:1	0:2	2
2012/11/3	周六004	德乙	杜伊斯堡VSFSV法兰	0:2	1:2	3
2012/11/3	周五004	德乙	雷根斯堡VS帕德博恩	0:1	0:2	2
2012/11/3	周五003	德乙	柏林赫塔VS因戈施塔	0:0	0:0	0
2012/11/3	周五002	德乙	不伦瑞克(-1)VS桑德豪森	1:0	2:1	3
2012/10/28	周日020	德乙	FSV法兰VS雷根斯堡	1:0	3:1	4
2012/10/28	周日019	德乙	圣保利VS德累斯顿	1:2	3:2	5
2012/10/28	周日018	德乙	柏林联合VS帕德博恩	0:0	0:1	1
2012/10/27	周六014	德乙	桑德豪森VS杜伊斯堡	0:1	0:2	2
2012/10/27	周六013	德乙	奥厄VS波鸿	3:0	6:1	7
2012/10/27	周六012	德乙	不伦瑞克VS柏林赫塔	1:0	1:1	2
2012/10/27	周五004	德乙	因戈施塔VS亚伦	0:0	2:0	2
2012/10/27	周五003	德乙	科特布斯VS慕1860	1:0	1:0	1
2012/10/27	周五002	德乙	科隆VS凯泽	2:1	3:3	6
2012/10/23	周一006	德乙	慕1860VS奥厄	0:0	1:1	2
2012/10/21	周日019	德乙	亚伦VS科特布斯	0:0	1:1	2
2012/10/21	周日018	德乙	帕德博恩VS圣保利	0:0	1:1	2
2012/10/21	周日017	德乙	柏林联合VSFSV法兰	1:0	1:0	1
2012/10/20	周六013	德乙	雷根斯堡VS科隆	1:0	2:3	5
2012/10/20	周六012	德乙	德累斯顿VS不伦瑞克	0:1	0:2	2
2012/10/20	周五004	德乙	波鸿VS柏林赫塔	0:0	0:2	2
2012/10/20	周五003	德乙	杜伊斯堡VS因戈施塔	0:0	0:2	2
2012/10/20	周五002	德乙	凯泽VS桑德豪森	2:1	3:1	4
2012/10/9	周一002	德乙	科隆VS德累斯顿	0:1	1:1	2
2012/10/7	周日018	德乙	桑德豪森VS亚伦	1:0	1:0	1
2012/10/7	周日017	德乙	因戈施塔VS凯泽	0:0	1:1	2
2012/10/7	周日016	德乙	奥厄VS雷根斯堡	1:0	3:1	4
2012/10/6	周六014	德乙	科特布斯VS杜伊斯堡	0:1	0:1	1
2012/10/6	周六013	德乙	不伦瑞克VS波鸿	1:0	3:0	3
2012/10/6	周五004	德乙	柏林赫塔VS慕1860	0:0	3:0	3
2012/10/6	周五003	德乙	FSV法兰VS帕德博恩	0:0	1:1	2
2012/10/6	周五002	德乙	圣保利VS柏林联合	0:1	2:2	4
2012/10/2	周一008	德乙	杜伊斯堡VS柏林赫塔	0:1	2:2	4
2012/9/30	周日017	德乙	波鸿VS因戈施塔	0:1	1:1	2
2012/9/30	周日016	德乙	德累斯顿VS奥厄	2:0	3:1	4
2012/9/30	周日015	德乙	凯泽VS不伦瑞克	1:0	1:1	2
2012/9/29	周六011	德乙	慕1860VS桑德豪森	3:0	4:0	4
2012/9/29	周六010	德乙	柏林联合VS科特布斯	1:0	3:1	4
2012/9/29	周五003	德乙	亚伦VSFSV法兰	1:0	3:0	3
2012/9/29	周五002	德乙	雷根斯堡VS圣保利	2:0	3:0	3
2012/9/29	周五001	德乙	帕德博恩VS科隆	0:1	1:2	3
2012/9/28	周四004	德乙	波鸿VS凯泽	0:1	1:2	3
2012/9/26	周三005	德乙	柏林赫塔VS德累斯顿	1:0	1:0	1
2012/9/26	周三004	德乙	因戈施塔VS慕1860	0:1	0:2	2
2012/9/26	周三003	德乙	奥厄VS柏林联合	0:1	1:1	2
2012/9/26	周三002	德乙	不伦瑞克VS杜伊斯堡	0:0	3:0	3
2012/9/25	周二004	德乙	桑德豪森VS雷根斯堡	1:1	1:2	3
2012/9/25	周二003	德乙	圣保利VS亚伦	0:1	0:1	1
2012/9/25	周二002	德乙	科特布斯VS帕德博恩	0:0	2:1	3
2012/9/25	周二001	德乙	科隆VSFSV法兰	0:0	2:1	3
2012/9/23	周日017	德乙	慕1860VS不伦瑞克	0:1	1:1	2
2012/9/23	周日016	德乙	杜伊斯堡VS波鸿	0:0	0:0	0
2012/9/23	周日015	德乙	德累斯顿VS因戈施塔	0:0	0:1	1
2012/9/22	周六012	德乙	雷根斯堡VS科特布斯	0:1	0:1	1
2012/9/22	周六011	德乙	帕德博恩VS桑德豪森	0:0	3:0	3
2012/9/22	周六010	德乙	凯泽VS柏林赫塔	0:0	1:1	2
2012/9/22	周五003	德乙	亚伦VS奥厄	1:0	2:0	2
2012/9/22	周五002	德乙	FSV法兰VS圣保利	1:0	2:1	3
2012/9/22	周五001	德乙	柏林联合VS科隆	1:1	2:1	3
2012/9/18	周一019	德乙	科隆VS圣保利	0:0	0:0	0
2012/9/16	周日006	德乙	柏林赫塔VS亚伦	0:0	2:0	2
2012/9/16	周日005	德乙	奥厄VS帕德博恩	0:0	0:1	1
2012/9/16	周日004	德乙	凯泽VS杜伊斯堡	1:0	2:1	3
2012/9/15	周六011	德乙	桑德豪森VS德累斯顿	1:0	1:1	2
2012/9/15	周六010	德乙	不伦瑞克VS雷根斯堡	0:0	1:0	1
2012/9/15	周五014	德乙	波鸿VS慕1860	0:0	0:0	0
2012/9/15	周五013	德乙	因戈施塔VS柏林联合	1:1	2:1	3
2012/9/15	周五012	德乙	科特布斯VSFSV法兰	0:1	2:2	4
2012/9/4	周一003	德乙	柏林联合VS柏林赫塔	0:1	1:2	3
2012/9/2	周日016	德乙	雷根斯堡VS波鸿	0:0	0:1	1
2012/9/2	周日015	德乙	帕德博恩VS因戈施塔	0:2	1:3	4
2012/9/2	周日014	德乙	FSV法兰VS奥厄	0:0	1:0	1
2012/9/1	周六011	德乙	亚伦VS不伦瑞克	0:1	0:3	3
2012/9/1	周六010	德乙	圣保利VS桑德豪森	0:0	2:1	3
2012/9/1	周五003	德乙	慕1860VS杜伊斯堡	1:0	3:0	3
2012/9/1	周五002	德乙	德累斯顿VS凯泽	0:1	1:3	4
2012/9/1	周五001	德乙	科隆VS科特布斯	0:1	0:1	1
2012/8/28	周一007	德乙	奥厄VS科隆	1:0	2:0	2
2012/8/26	周日015	德乙	波鸿VS亚伦	0:0	0:1	1
2012/8/26	周日014	德乙	因戈施塔VSFSV法兰	0:1	0:2	2
2012/8/26	周日013	德乙	凯泽VS慕1860	0:0	0:0	0
2012/8/25	周六011	德乙	杜伊斯堡VS德累斯顿	0:2	1:3	4
2012/8/25	周六010	德乙	科特布斯VS圣保利	1:0	2:0	2
2012/8/25	周五003	德乙	桑德豪森VS柏林联合	1:0	2:0	2
2012/8/25	周五002	德乙	柏林赫塔VS雷根斯堡	2:0	2:1	3
2012/8/25	周五001	德乙	不伦瑞克VS帕德博恩	0:1	2:1	3
2012/8/14	周一001	德乙	德累斯顿VS慕1860	1:1	2:2	4
2012/8/12	周日025	德乙	FSV法兰VS柏林赫塔	0:1	3:1	4
2012/8/12	周日014	德乙	雷根斯堡VS杜伊斯堡	1:0	2:0	2
2012/8/12	周日013	德乙	柏林联合VS不伦瑞克	0:1	0:1	1
2012/8/11	周六013	德乙	圣保利VS因戈施塔	0:0	1:1	2
2012/8/11	周六010	德乙	帕德博恩VS波鸿	2:0	4:0	4
2012/8/11	周五021	德乙	科特布斯VS奥厄	2:0	3:0	3
2012/8/11	周五002	德乙	亚伦VS凯泽	1:2	1:2	3
2012/8/11	周五001	德乙	科隆VS桑德豪森	0:0	1:1	2
2012/8/7	周一006	德乙	凯泽VS柏林联合	0:0	3:3	6
2012/8/5	周日015	德乙	不伦瑞克VS科隆	0:0	1:0	1
2012/8/5	周日013	德乙	桑德豪森VSFSV法兰	1:1	1:1	2
2012/8/5	周日012	德乙	杜伊斯堡VS亚伦	1:2	1:4	5
2012/8/4	周六015	德乙	波鸿VS德累斯顿	0:1	2:1	3
2012/8/4	周六011	德乙	慕1860VS雷根斯堡	1:0	1:0	1
2012/8/4	周五008	德乙	柏林赫塔VS帕德博恩	0:1	2:2	4
2012/8/4	周五005	德乙	因戈施塔VS科特布斯	2:0	2:2	4
2012/8/4	周五004	德乙	奥厄VS圣保利	0:0	0:0	0
2012/5/15	周一003	德乙	卡斯鲁厄VS雷根斯堡	1:1	2:2	4
2012/5/12	周五002	德乙	雷根斯堡VS卡斯鲁厄	0:0	1:1	2
2012/5/6	周日030	德乙	慕1860VS亚琛	1:2	1:2	3
2012/5/6	周日029	德乙	卡斯鲁厄VS法兰克福	1:0	1:0	1
2012/5/6	周日028	德乙	罗斯托克VS菲尔特	0:1	2:2	4
2012/5/6	周日027	德乙	FSV法兰VS德累斯顿	0:0	1:1	2
2012/5/6	周日026	德乙	杜塞多夫VS杜伊斯堡	2:2	2:2	4
2012/5/6	周日025	德乙	圣保利VS帕德博恩	2:0	5:0	5
2012/5/6	周日024	德乙	奥厄VS波鸿	1:0	2:1	3
2012/5/6	周日023	德乙	科特布斯VS柏林联合	0:0	2:1	3
2012/5/6	周日022	德乙	不伦瑞克VS因戈施塔	1:1	3:1	4
2012/4/29	周日012	德乙	波鸿VS不伦瑞克	1:0	2:0	2
2012/4/29	周日011	德乙	亚琛VS卡斯鲁厄	1:0	1:0	1
2012/4/29	周日010	德乙	菲尔特VS杜塞多夫	1:0	1:1	2
2012/4/29	周日009	德乙	帕德博恩VSFSV法兰	0:0	1:0	1
2012/4/29	周日008	德乙	杜伊斯堡VS奥厄	2:0	2:1	3
2012/4/29	周日007	德乙	因戈施塔VS科特布斯	0:0	1:0	1
2012/4/29	周日006	德乙	法兰克福VS慕1860	0:2	0:2	2
2012/4/29	周日005	德乙	德累斯顿VS圣保利	0:0	1:0	1
2012/4/29	周日004	德乙	柏林联合VS罗斯托克	3:3	5:4	9
2012/4/24	周一005	德乙	亚琛VS法兰克福	0:1	0:3	3
2012/4/22	周日021	德乙	卡斯鲁厄VS帕德博恩	1:0	2:0	2
2012/4/22	周日020	德乙	杜塞多夫VS柏林联合	2:1	2:1	3
2012/4/22	周日019	德乙	圣保利VS罗斯托克	1:0	3:0	3
2012/4/21	周六010	德乙	慕1860VS因戈施塔	1:1	4:1	5
2012/4/21	周六009	德乙	奥厄VS德累斯顿	1:1	1:1	2
2012/4/21	周五003	德乙	FSV法兰VS菲尔特	1:0	1:1	2
2012/4/21	周五002	德乙	科特布斯VS波鸿	1:0	1:1	2
2012/4/21	周五001	德乙	不伦瑞克VS杜伊斯堡	0:0	0:0	0
2012/4/17	周一008	德乙	德累斯顿VS杜塞多夫	1:1	2:1	3
2012/4/15	周日017	德乙	波鸿VS慕1860	1:0	2:2	4
2012/4/15	周日016	德乙	帕德博恩VS科特布斯	2:0	3:1	4
2012/4/15	周日015	德乙	因戈施塔VS卡斯鲁厄	1:0	2:1	3
2012/4/14	周六012	德乙	杜伊斯堡VS亚琛	0:0	2:0	2
2012/4/14	周六011	德乙	法兰克福VS奥厄	2:0	4:0	4
2012/4/14	周五003	德乙	菲尔特VS圣保利	1:0	2:1	3
2012/4/14	周五002	德乙	罗斯托克VSFSV法兰	0:1	0:5	5
2012/4/14	周五001	德乙	柏林联合VS不伦瑞克	1:0	1:0	1
2012/4/11	周三005	德乙	亚琛VS波鸿	2:0	2:0	2
2012/4/11	周三004	德乙	慕1860VS杜伊斯堡	0:0	2:1	3
2012/4/11	周三003	德乙	卡斯鲁厄VS德累斯顿	0:0	2:0	2
2012/4/11	周三002	德乙	奥厄VS帕德博恩	0:1	0:2	2
2012/4/11	周三001	德乙	法兰克福VS因戈施塔	0:0	1:1	2
2012/4/10	周二004	德乙	杜塞多夫VSFSV法兰	0:0	1:0	1
2012/4/10	周二003	德乙	圣保利VS柏林联合	0:1	2:1	3
2012/4/10	周二002	德乙	科特布斯VS罗斯托克	0:0	0:1	1
2012/4/10	周二001	德乙	不伦瑞克VS菲尔特	0:0	0:0	0
2012/4/8	周日017	德乙	波鸿VS卡斯鲁厄	0:0	0:0	0
2012/4/8	周日016	德乙	帕德博恩VS慕1860	0:1	2:2	4
2012/4/8	周日015	德乙	因戈施塔VS亚琛	1:2	3:3	6
2012/4/7	周六012	德乙	杜伊斯堡VS法兰克福	1:0	2:0	2
2012/4/7	周六011	德乙	FSV法兰VS圣保利	3:2	3:3	6
2012/4/7	周六010	德乙	德累斯顿VS不伦瑞克	1:1	2:2	4
2012/4/6	周四003	德乙	菲尔特VS科特布斯	1:0	3:0	3
2012/4/6	周四002	德乙	罗斯托克VS杜塞多夫	1:0	2:1	3
2012/4/6	周四001	德乙	柏林联合VS奥厄	1:0	1:0	1
2012/4/3	周一006	德乙	杜塞多夫VS圣保利	0:0	0:0	0
2012/4/1	周日018	德乙	卡斯鲁厄VS柏林联合	1:0	2:0	2
2012/4/1	周日017	德乙	因戈施塔VS杜伊斯堡	0:0	1:1	2
2012/4/1	周日016	德乙	科特布斯VSFSV法兰	1:0	1:1	2
2012/3/31	周六012	德乙	慕1860VS罗斯托克	0:0	0:1	1
2012/3/31	周六011	德乙	奥厄VS菲尔特	0:1	1:1	2
2012/3/31	周五004	德乙	亚琛VS德累斯顿	0:0	0:1	1
2012/3/31	周五003	德乙	法兰克福VS波鸿	3:0	3:0	3
2012/3/31	周五002	德乙	不伦瑞克VS帕德博恩	0:0	0:0	0
2012/3/27	周一004	德乙	柏林联合VS法兰克福	0:1	0:4	4
2012/3/25	周日022	德乙	帕德博恩VS杜伊斯堡	0:1	1:2	3
2012/3/25	周日021	德乙	罗斯托克VS奥厄	0:1	0:1	1
2012/3/25	周日020	德乙	圣保利VS科特布斯	0:0	0:0	0
2012/3/24	周六011	德乙	菲尔特VS卡斯鲁厄	1:0	3:0	3
2012/3/24	周六010	德乙	杜塞多夫VS不伦瑞克	0:1	1:1	2
2012/3/24	周五004	德乙	波鸿VS因戈施塔	0:0	0:1	1
2012/3/24	周五003	德乙	FSV法兰VS亚琛	1:1	2:1	3
2012/3/24	周五002	德乙	德累斯顿VS慕1860	0:0	0:1	1
2012/3/20	周一002	德乙	科特布斯VS杜塞多夫	1:0	1:1	2
2012/3/18	周日008	德乙	杜伊斯堡VS波鸿	1:1	2:1	3
2012/3/18	周日007	德乙	卡斯鲁厄VS罗斯托克	1:1	2:2	4
2012/3/18	周日006	德乙	奥厄VS圣保利	0:1	2:1	3
2012/3/17	周六025	德乙	慕1860VS菲尔特	1:2	1:4	5
2012/3/17	周六024	德乙	因戈施塔VS帕德博恩	1:0	4:0	4
2012/3/17	周五004	德乙	亚琛VS柏林联合	1:2	1:3	4
2012/3/17	周五003	德乙	法兰克福VS德累斯顿	3:0	3:0	3
2012/3/17	周五002	德乙	不伦瑞克VSFSV法兰	0:0	0:0	0
2012/3/15	周三001	德乙	奥厄VS慕1860	0:0	0:0	0
2012/3/13	周一002	德乙	圣保利VS卡斯鲁厄	1:0	1:0	1
2012/3/11	周日021	德乙	罗斯托克VS法兰克福	0:2	1:5	6
2012/3/11	周日020	德乙	科特布斯VS不伦瑞克	0:1	1:1	2
2012/3/11	周日019	德乙	德累斯顿VS因戈施塔	0:0	0:0	0
2012/3/10	周六012	德乙	FSV法兰VS慕1860	2:1	3:1	4
2012/3/10	周六011	德乙	杜塞多夫VS奥厄	1:1	3:1	4
2012/3/10	周五004	德乙	菲尔特VS亚琛	1:0	1:0	1
2012/3/10	周五003	德乙	帕德博恩VS波鸿	0:0	0:0	0
2012/3/10	周五002	德乙	柏林联合VS杜伊斯堡	0:0	1:1	2
2012/3/6	周一010	德乙	慕1860VS圣保利	0:1	1:1	2
2012/3/4	周日019	德乙	奥厄VSFSV法兰	3:3	4:3	7
2012/3/4	周日018	德乙	法兰克福VS科特布斯	0:0	1:0	1
2012/3/4	周日017	德乙	不伦瑞克VS罗斯托克	2:1	3:2	5
2012/3/3	周六005	德乙	亚琛VS帕德博恩	0:0	0:3	3
2012/3/3	周六004	德乙	卡斯鲁厄VS杜塞多夫	0:2	0:5	5
2012/3/3	周五022	德乙	波鸿VS德累斯顿	0:1	0:2	2
2012/3/3	周五003	德乙	杜伊斯堡VS菲尔特	0:0	0:2	2
2012/3/3	周五002	德乙	因戈施塔VS柏林联合	1:1	3:3	6
2012/2/28	周一007	德乙	杜塞多夫VS亚琛	0:0	0:0	0
2012/2/26	周日006	德乙	帕德博恩VS法兰克福	2:2	4:2	6
2012/2/26	周日005	德乙	FSV法兰VS卡斯鲁厄	2:0	2:1	3
2012/2/26	周日004	德乙	圣保利VS不伦瑞克	0:0	0:0	0
2012/2/25	周六006	德乙	菲尔特VS波鸿	2:1	6:2	8
2012/2/25	周六005	德乙	科特布斯VS奥厄	1:0	2:0	2
2012/2/25	周五005	德乙	罗斯托克VS因戈施塔	1:0	1:2	3
2012/2/25	周五004	德乙	德累斯顿VS杜伊斯堡	0:0	2:0	2
2012/2/25	周五003	德乙	柏林联合VS慕1860	0:0	0:1	1
2012/2/21	周一003	德乙	奥厄VS不伦瑞克	1:1	1:1	2
2012/2/19	周日008	德乙	亚琛VS罗斯托克	0:0	0:0	0
2012/2/19	周日007	德乙	慕1860VS杜塞多夫	1:1	2:1	3
2012/2/19	周日006	德乙	因戈施塔VS菲尔特	0:0	0:0	0
2012/2/18	周六006	德乙	波鸿VS柏林联合	1:0	4:2	6
2012/2/18	周六005	德乙	法兰克福(-1)VSFSV法兰	2:0	6:1	7
2012/2/18	周五004	德乙	帕德博恩VS德累斯顿	1:1	2:2	4
2012/2/18	周五003	德乙	杜伊斯堡VS圣保利	0:1	0:1	1
2012/2/18	周五002	德乙	卡斯鲁厄VS科特布斯	0:0	2:0	2
2012/2/14	周一002	德乙	杜塞多夫VS法兰克福	0:0	1:1	2
2012/2/12	周日008	德乙	菲尔特VS帕德博恩	3:1	5:1	6
2012/2/12	周日007	德乙	罗斯托克VS杜伊斯堡	2:2	4:2	6
2012/2/12	周日006	德乙	圣保利VS波鸿	1:1	2:1	3
2012/2/11	周六004	德乙	不伦瑞克VS卡斯鲁厄	0:0	0:0	0
2012/2/11	周六003	德乙	柏林联合VS德累斯顿	1:0	4:0	4
2012/2/11	周五005	德乙	FSV法兰VS因戈施塔	1:0	1:1	2
2012/2/11	周五004	德乙	奥厄VS慕1860	取消	取消	#VALUE!
2012/2/11	周五003	德乙	科特布斯VS亚琛	0:0	1:1	2
2012/2/7	周一003	德乙	慕1860VS科特布斯	1:0	2:0	2
2012/2/5	周日010	德乙	波鸿VS罗斯托克	1:0	2:1	3
2012/2/5	周日009	德乙	卡斯鲁厄VS奥厄	1:1	2:1	3
2012/2/5	周日008	德乙	法兰克福VS不伦瑞克	2:1	2:1	3
2012/2/4	周六004	德乙	亚琛VS圣保利	2:1	2:1	3
2012/2/4	周六003	德乙	因戈施塔VS杜塞多夫	1:1	1:1	2
2012/2/4	周五004	德乙	帕德博恩VS柏林联合	1:1	3:2	5
2012/2/4	周五003	德乙	杜伊斯堡VSFSV法兰	0:1	1:2	3
2012/2/4	周五002	德乙	德累斯顿VS菲尔特	1:0	3:1	4
2011/12/20	周一002	德乙	圣保利VS法兰克福	1:0	2:0	2
2011/12/18	周日009	德乙	罗斯托克VS德累斯顿	1:1	2:2	4
2011/12/18	周日008	德乙	科特布斯VS杜伊斯堡	1:0	1:1	2
2011/12/18	周日007	德乙	不伦瑞克VS亚琛	0:1	1:1	2
2011/12/17	周六012	德乙	卡斯鲁厄VS慕1860	0:1	1:3	4
2011/12/17	周六011	德乙	FSV法兰VS波鸿	0:2	0:2	2
2011/12/17	周五004	德乙	菲尔特VS柏林联合	3:0	5:0	5
2011/12/17	周五003	德乙	杜塞多夫VS帕德博恩	0:1	2:3	5
2011/12/17	周五002	德乙	奥厄VS因戈施塔	0:1	1:1	2
2011/12/13	周一001	德乙	法兰克福VS菲尔特	0:0	0:0	0
2011/12/11	周日007	德乙	亚琛VS奥厄	0:0	1:1	2
2011/12/11	周日006	德乙	因戈施塔VS圣保利	0:0	1:0	1
2011/12/11	周日005	德乙	德累斯顿VS科特布斯	0:0	2:1	3
2011/12/10	周六005	德乙	波鸿VS杜塞多夫	1:0	1:1	2
2011/12/10	周六004	德乙	柏林联合VSFSV法兰	2:0	4:0	4
2011/12/10	周五004	德乙	慕1860VS不伦瑞克	1:0	3:0	3
2011/12/10	周五003	德乙	帕德博恩VS罗斯托克	1:0	2:0	2
2011/12/10	周五002	德乙	杜伊斯堡VS卡斯鲁厄	1:0	3:1	4
2011/12/6	周一001	德乙	杜伊斯堡VS杜塞多夫	0:0	0:2	2
2011/12/4	周日010	德乙	波鸿VS奥厄	3:0	6:0	6
2011/12/4	周日009	德乙	亚琛VS慕1860	1:1	2:2	4
2011/12/4	周日008	德乙	德累斯顿VSFSV法兰	1:1	2:2	4
2011/12/3	周六023	德乙	菲尔特VS罗斯托克	1:0	3:0	3
2011/12/3	周六022	德乙	法兰克福(-1)VS卡斯鲁厄	1:0	2:0	2
2011/12/3	周五004	德乙	帕德博恩VS圣保利	1:0	1:1	2
2011/12/3	周五003	德乙	因戈施塔VS不伦瑞克	0:1	0:1	1
2011/12/3	周五002	德乙	柏林联合VS科特布斯	1:0	1:0	1
2011/11/29	周一002	德乙	杜塞多夫VS菲尔特	2:0	2:1	3
2011/11/27	周日019	德乙	不伦瑞克VS波鸿	2:0	4:0	4
